epoch,acc,loss,val_acc,val_loss
0,0.1866172,2.4514668802018886,0.31667563,2.213415524055218
1,0.2959503,2.164130676928731,0.45123923,2.035558731391512
2,0.37917933,2.0298791549808115,0.5478179,1.9088050579202587
3,0.46017343,1.9105495338083571,0.6340248,1.7863386992750496
4,0.53642946,1.7930363669455978,0.6941002,1.6569941557686905
5,0.5974879,1.66521599167855,0.73706895,1.5223836158883983
6,0.65032184,1.5446838496218591,0.76912713,1.3906800829131027
7,0.69224924,1.420899046079089,0.7945851,1.2768222586861973
8,0.7288128,1.312780430038564,0.8170797,1.1724523367552921
9,0.7601466,1.2167532639236627,0.8380927,1.0864362017861728
10,0.7814679,1.1353456715703671,0.852236,1.0048169750591804
11,0.8086447,1.0581258030882381,0.8683998,0.9332467780031007
12,0.8273288,0.9873296723433136,0.87877154,0.862497656509794
13,0.8446272,0.914075371342227,0.8917026,0.788498409863176
14,0.86371356,0.828985630293641,0.90234375,0.7057998139282753
15,0.8792687,0.7562753525974711,0.9109644,0.628031991679093
16,0.8893259,0.6832522735940137,0.9186422,0.5552487378490383
17,0.8985339,0.6196643004749065,0.92362607,0.49562712373404666
18,0.9064732,0.5648767835753304,0.9272629,0.4498374482681011
19,0.9119227,0.5170530558187305,0.93224674,0.4110819363388522
20,0.9186036,0.47640636142882126,0.93494076,0.38191530108451843
21,0.9234311,0.44085687174580507,0.9383082,0.35929191061134996
22,0.92749864,0.4143636441925611,0.94140625,0.3411440684877593
23,0.9288396,0.39869340562061656,0.9441002,0.32530809065391275
24,0.93366706,0.37560910318994617,0.9461207,0.31175705893286343
25,0.9371089,0.35935444610608663,0.9471983,0.30028359335044336
26,0.9368854,0.35276513148266364,0.94921875,0.2906616992991546
27,0.9399696,0.33858166083269886,0.95016164,0.2825385668668254
28,0.9426339,0.3277323157446725,0.951778,0.27583640454144315
29,0.9441266,0.31605899666985354,0.953125,0.2692292656364112
30,0.9447279,0.31009439803390487,0.9540679,0.26375537545516575
31,0.9462054,0.3007934520925794,0.9550108,0.2588125300304643
32,0.9483083,0.2965823956183366,0.9551455,0.2545984163880348
33,0.9468979,0.2961018245761134,0.9555496,0.25052023267951506
34,0.9492857,0.28885516907487596,0.9562231,0.24671844983923025
35,0.9518886,0.27973542976530913,0.9564925,0.24315209147231331
36,0.94904345,0.2840452391368512,0.95676184,0.23994328389907704
37,0.9544073,0.2665653048976044,0.95757,0.23701841872313928
38,0.95212764,0.2702348853253133,0.958917,0.23441082752984146
39,0.9551225,0.2629505489351241,0.9587823,0.23177681734849667
40,0.9547649,0.2626906319634765,0.9601293,0.22933300533171358
41,0.95583767,0.25900637486977207,0.9613416,0.2272043181904431
42,0.95963705,0.24849557037347547,0.9613416,0.2246659531675536
43,0.9565975,0.25271490514118555,0.961611,0.2226990065697966
44,0.9579464,0.25191071672098975,0.96241915,0.22088199134530692
45,0.95909417,0.24263155357655428,0.9622845,0.2190329553238277
46,0.95945823,0.24472562050363278,0.96255386,0.2172896733571743
47,0.96102273,0.2409938618490143,0.9630927,0.21537670082059399
48,0.9604863,0.2370686459611657,0.96390086,0.2137431836333768
49,0.9607992,0.2366964717404096,0.96363145,0.2121980382964529
50,0.9619167,0.23232318435630922,0.9641703,0.21050898114155078
51,0.96245307,0.2286446864588325,0.96470904,0.2089401832942305
52,0.960625,0.23049477994441986,0.96484375,0.20761519721869764
53,0.96428573,0.22589896269332027,0.96457434,0.20652552591315632
54,0.96558034,0.22102698360170636,0.96470904,0.2050790822711484
55,0.96357054,0.22613235128100648,0.96524787,0.20364308305855455
56,0.9641963,0.2221546548648659,0.96524787,0.20238366774443922
57,0.9647327,0.21789106293439056,0.96592134,0.20143480290626659
58,0.9658074,0.21950365085457543,0.9656519,0.20021678096261517
59,0.96651787,0.21623475687844412,0.96605605,0.19900030488597936
60,0.9688507,0.2113261945783089,0.96619076,0.19832768522459884
61,0.9666101,0.2121654004311489,0.9663254,0.19711352833386125
62,0.9666994,0.21468648340585683,0.9668642,0.1959618933755776
63,0.9644198,0.21797665538012864,0.9664601,0.19476113185800356
64,0.9699554,0.20288938624518257,0.96699893,0.19386616426295247
65,0.9692087,0.20392955085506073,0.9667295,0.1928704982173854
66,0.96897906,0.2038197132570467,0.9675377,0.19182269532105017
67,0.9692026,0.20554359545226858,0.96713364,0.1909397516784997
68,0.96973217,0.2013258670909064,0.9679418,0.19019601416998896
69,0.96831363,0.20424999765627622,0.9688847,0.18919455260038376
70,0.9714822,0.1972629282015414,0.9684806,0.18813848495483398
71,0.9706776,0.19469210908054005,0.96821123,0.18732995103145467
72,0.9693304,0.19785930710179464,0.9690194,0.1863290292435679
73,0.96947724,0.20222689715809947,0.96875,0.18583488695580383
74,0.97232145,0.19114857162748064,0.9694235,0.1853472269300757
75,0.97175974,0.19420474708997942,0.9694235,0.18437744779833432
76,0.9719292,0.18867760360102395,0.9695582,0.1835099756717682
77,0.97098213,0.19207951337099075,0.9691541,0.18262869479327365
78,0.97362775,0.18653960754315926,0.9696929,0.18188792878183827
79,0.97112465,0.18978192474064962,0.9699623,0.18115291025104194
80,0.9731024,0.1886443431301438,0.97023165,0.18018678126150164
81,0.97549105,0.182420098057815,0.9698276,0.17988624333821493
82,0.9724758,0.18633316130224967,0.970097,0.17899692148484034
83,0.9747899,0.18079831202469676,0.9699623,0.17835123361698513
84,0.97429824,0.1845598568883071,0.97023165,0.1775853885658856
85,0.9746558,0.17975774016274593,0.97023165,0.17693493078494893
86,0.97309136,0.18036300944084135,0.97050107,0.17639348219180928
87,0.9736607,0.1821551266312599,0.9706358,0.17587551050658884
88,0.9759074,0.17761254974805923,0.97036636,0.17528819292783737
89,0.9753401,0.17565786756636462,0.9709052,0.17473647332397
90,0.97429824,0.17824811171210772,0.9707705,0.17386052616197487
