epoch,acc,loss,val_acc,val_loss
0,0.24611121,2.26168603366802,0.28407866,2.1927453813881708
1,0.4362596,1.799382927463367,0.57543105,1.6171162436748374
2,0.5999911,1.4164344008399872,0.72306037,1.2036228262144943
3,0.7144198,1.1111737134608817,0.8125,0.9148054801184555
4,0.7900501,0.8827414198785397,0.86112607,0.722468990704109
5,0.8326033,0.732092292518111,0.88631463,0.5858089255875555
6,0.8658144,0.6058285349536066,0.90207434,0.4908962943430605
7,0.8832916,0.5358869599012916,0.9127155,0.42992931244702176
8,0.8986233,0.4729593186137204,0.9187769,0.393250439187576
9,0.9092616,0.42999371082182114,0.92551184,0.36497122922848013
10,0.9151171,0.4080155165777764,0.9298222,0.34429391858906583
11,0.9189165,0.38553583017726417,0.93318963,0.3277457446373742
12,0.9272752,0.36167012109497293,0.93601835,0.3159568155633992
13,0.9341141,0.3371722699970076,0.9393858,0.30313111173695534
14,0.93634903,0.32558407506212955,0.9428879,0.29442232487530545
15,0.9395226,0.31858070083089063,0.94248384,0.2896719842121519
16,0.9412659,0.3070782293376909,0.9454472,0.2830918449266204
17,0.9465403,0.2919753330904406,0.94692886,0.2774274223323526
18,0.9446183,0.290075200109816,0.94881463,0.2710419700577341
19,0.95029503,0.27770848433446654,0.94881463,0.26838438110104923
20,0.95125,0.2726636953864779,0.94948816,0.26383908298508874
21,0.9543502,0.2593501758776042,0.95043105,0.2624369204558175
22,0.95464283,0.2602051645517349,0.95164335,0.2575018038523608
23,0.9560508,0.2529506632025166,0.9527209,0.25445382168580744
24,0.9565975,0.25119799373402657,0.9528556,0.2503077816860429
25,0.9593688,0.24128199816709253,0.9554149,0.2478790599210509
26,0.9611568,0.23647265448758667,0.9550108,0.24581419162709137
27,0.9633917,0.2278053171355887,0.9552802,0.24518192662247296
28,0.9649115,0.22796617454990556,0.95568424,0.24212232643160328
29,0.96634185,0.217174862421371,0.95568424,0.24015762888152023
30,0.96419644,0.22680076369217464,0.95689654,0.23793481007732195
31,0.96585214,0.2145102972726945,0.9578394,0.23698375142853836
32,0.96647596,0.2124207452480426,0.958917,0.2352657451711852
33,0.9672805,0.21338114969934566,0.9587823,0.23426525834305534
34,0.9687556,0.2079765470024087,0.9587823,0.23266607548656135
35,0.9703125,0.20167130036013467,0.95932114,0.23215644652473516
36,0.97086465,0.20223674126638974,0.95945585,0.23076088109920764
37,0.97295725,0.1910588764321627,0.96039873,0.2294671317112857
38,0.9727338,0.19569833744793527,0.96039873,0.22675216917333932
39,0.97353834,0.19118867052298377,0.9595905,0.22576790033229466
40,0.97438765,0.18773602281447155,0.9595905,0.22562548736559934
41,0.97389597,0.18648430543616826,0.9598599,0.22503892627769503
42,0.9764885,0.17903535262791945,0.960264,0.22442249748213539
43,0.9748346,0.18323525450704095,0.9610722,0.22352968567404255
44,0.97765064,0.17465547926360286,0.9621498,0.22231735841467462
45,0.97808033,0.17236111879348756,0.9608028,0.2215875186796846
46,0.97748834,0.17482945281376003,0.9622845,0.22066113468388032
47,0.9780529,0.16918807071126596,0.96241915,0.2204491677212304
48,0.97966206,0.16603187813584927,0.9621498,0.2192945105248484
49,0.98051137,0.1641580965573089,0.9610722,0.21963099338885012
50,0.98091364,0.1618490393917782,0.9612069,0.2198183611035347
51,0.97861606,0.16683680989912578,0.96241915,0.2183252141393464
52,0.9806212,0.16224238720902226,0.9620151,0.21907287155245914
53,0.9820758,0.15743375694135764,0.96147627,0.21908866267265945
54,0.98113716,0.15974267856307006,0.96349674,0.21610009130732766
55,0.98200893,0.15472350499459675,0.9633621,0.21755195447597012
56,0.9824114,0.1593199681892132,0.9630927,0.21625928593606786
57,0.9825228,0.15401772713801867,0.96390086,0.2148858478357052
58,0.9819417,0.1525321322169049,0.96363145,0.21589342928652105
59,0.98381907,0.14986010256274834,0.96376616,0.21482665990961008
60,0.98413193,0.14746222655834548,0.96457434,0.21270771645780268
61,0.9844643,0.14663826537983757,0.9641703,0.21249185977824803
62,0.9829932,0.14806536517335742,0.9632274,0.21392898197317944
63,0.98441964,0.14504599234887533,0.96443963,0.21166870511811356
64,0.9852047,0.14290284077276724,0.96470904,0.21182942801508411
65,0.9852941,0.14265100033705677,0.96511316,0.21144189351591572
66,0.98702115,0.13846869175707488,0.9656519,0.21164701236733074
67,0.9873949,0.13712463991098064,0.96592134,0.21037177677298413
68,0.9864563,0.14024358750156954,0.9656519,0.20959840483706574
69,0.98761845,0.13685379293892946,0.96578664,0.20981075922990666
70,0.98772323,0.1331138991883823,0.96497846,0.2095481253646571
71,0.9876477,0.13413815368653795,0.9664601,0.20870883287540798
72,0.98816967,0.13359631781067166,0.9656519,0.20971830060769772
73,0.98833364,0.13126187957523547,0.964305,0.210709973655898
74,0.98900414,0.13046523090468606,0.9641703,0.21060008273042483
75,0.9875134,0.13152253759556076,0.9641703,0.21098189171532106
76,0.9885124,0.1311181431408754,0.96511316,0.21028114880981116
77,0.9889147,0.12813320360849992,0.96470904,0.20948412641882896
78,0.9905686,0.12196359336749185,0.96457434,0.21045715798591746
79,0.9873056,0.12944168476902393,0.96470904,0.21056051077000026
80,0.9891382,0.12611860309136524,0.96470904,0.20837116665367422
81,0.9898981,0.12221688141917449,0.96524787,0.20919492660925307
82,0.9898981,0.12531306473786388,0.96443963,0.2088192892742568
83,0.99102676,0.1193851815376963,0.96457434,0.20925100571636496
84,0.99015397,0.12151704252171679,0.9653825,0.2075727955791457
85,0.9904018,0.12067619574921472,0.96484375,0.2099862874581896
86,0.9905686,0.11977455000501827,0.96511316,0.21036417435469298
87,0.99064624,0.11865829247974641,0.96524787,0.20858777198812056
88,0.9913731,0.11656616202156125,0.96511316,0.2075879671450319
89,0.99125,0.11641573041677475,0.96619076,0.20840944709448977
90,0.99073577,0.11642907257233517,0.9667295,0.20698511202273698
91,0.99101555,0.1164241382389616,0.96592134,0.20606799089703068
92,0.9925353,0.11191880490098681,0.96592134,0.20663541915087863
93,0.9926247,0.11271851923701036,0.96578664,0.20541317015886307
94,0.99231184,0.11159962087992199,0.9664601,0.2053013650764679
95,0.9919095,0.11345532010849742,0.96605605,0.2046254509738807
96,0.9929376,0.11070528966267293,0.9664601,0.2056869531756845
97,0.9924459,0.11205534513353044,0.96619076,0.20438289012888383
98,0.9916071,0.11418247503893716,0.96605605,0.20389600573428746
99,0.99292874,0.11093075622528034,0.9655172,0.20422537432148538
100,0.9934822,0.1084509323324476,0.9667295,0.20446453346260662
101,0.9931164,0.10809049546857138,0.9668642,0.20488008060332003
102,0.9939657,0.10736941325468431,0.9665948,0.20331386553830114
103,0.9934293,0.10785236085610038,0.96713364,0.20360524207353592
104,0.9939657,0.1047931422815646,0.96699893,0.20385629722270474
105,0.9940998,0.10387033117668969,0.9667295,0.20514518741903634
106,0.9930717,0.10664017093793322,0.9663254,0.20411102049823465
107,0.99471897,0.1027875145703202,0.96713364,0.20431553418266363
108,0.99494904,0.10018139082226411,0.967403,0.20287774516076879
109,0.9930717,0.10629002617772994,0.9668642,0.20469575670772586
110,0.99441963,0.10322850546666554,0.9678071,0.204198255749612
111,0.9940104,0.10370540904637507,0.967403,0.202816734796968
112,0.99450207,0.10044586304665123,0.96726835,0.2035789831445135
113,0.99423385,0.10189103294512293,0.967403,0.20188751251533113
114,0.99427855,0.1004707039244461,0.9668642,0.20150200817091712
115,0.99449515,0.09964842595509461,0.9675377,0.20078614842275094
116,0.9957983,0.0963925935838211,0.9676724,0.20157150140610233
117,0.99441963,0.1019446576493127,0.96699893,0.20096764893367372
118,0.9946808,0.09912204412330823,0.96699893,0.2024132653043188
119,0.99418914,0.10016666734536177,0.9680765,0.2001606747508049
120,0.9955301,0.09573204063535824,0.9668642,0.20093067131679634
121,0.9953066,0.0961536265045122,0.9679418,0.19964332017919112
122,0.9945468,0.0976532896004528,0.9675377,0.20009844056491194
123,0.99494904,0.09706914088534431,0.96713364,0.20059675710468455
124,0.99485964,0.09598356614583041,0.96699893,0.20119976766150574
125,0.995435,0.0952449112762442,0.9665948,0.20064196787003813
126,0.99598217,0.09377827001469476,0.9668642,0.19890443479706502
127,0.99521124,0.09388446481081478,0.9656519,0.20031718665669704
128,0.99535716,0.09470402215208326,0.9664601,0.19974284195180597
129,0.9962006,0.09185678945198567,0.96713364,0.20022578216318426
130,0.99566424,0.09343089721730585,0.9667295,0.2012584344323339
131,0.9954407,0.0931148315712759,0.967403,0.19994142921320324
132,0.9953513,0.0928462485966136,0.96619076,0.20100172583399148
133,0.995843,0.09201945194229551,0.967403,0.19868083593660388
134,0.99557483,0.09185193412721253,0.967403,0.1989063236477046
135,0.9954854,0.09326220835158933,0.9676724,0.1970903459807922
136,0.99534553,0.09284776948309696,0.9680765,0.1978108112154336
137,0.99544644,0.09066944224493845,0.9679418,0.19691582036943273
138,0.9959324,0.08966706914571793,0.9683459,0.1957349838881657
139,0.9959771,0.08989653352967064,0.96821123,0.19620548625444545
140,0.9966476,0.0868380971462062,0.9690194,0.19463114902890963
141,0.9965135,0.08691272943354071,0.96875,0.19596240142809934
142,0.9968264,0.08779506665206054,0.96821123,0.19742070048533636
143,0.9967817,0.08594561441094296,0.9686153,0.19684967218801894
144,0.9965582,0.0866041537310982,0.96928877,0.19653501361608505
145,0.996737,0.08653331298601558,0.9690194,0.19564716903300122
146,0.9966029,0.0862632945323809,0.9679418,0.19617914254295415
147,0.9959771,0.08720781255947037,0.96875,0.1945654546906208
148,0.9973147,0.08467093553971612,0.9684806,0.1965460118291707
149,0.9971393,0.08343199860446465,0.9684806,0.19536731905978302
150,0.99665177,0.08520169309207372,0.9695582,0.1934356735698108
151,0.9965135,0.08560270058907317,0.9688847,0.19404806479297834
152,0.9961559,0.08561430808343892,0.96821123,0.19298755788597569
153,0.9966881,0.08403181854463418,0.96875,0.1932062090470873
154,0.99625,0.08582901252167566,0.967403,0.19479145803328218
155,0.99691194,0.08328632721754116,0.9678071,0.193773672626964
156,0.9964732,0.08390187731810979,0.9683459,0.19256165096985883
157,0.9973147,0.08281000670761862,0.9695582,0.19151156485594553
158,0.9963839,0.08392564296722411,0.9698276,0.19107955874040208
159,0.99704987,0.08319901625564012,0.9695582,0.19076872141710643
160,0.9967817,0.08106039919794383,0.9690194,0.19097623974084854
161,0.9973181,0.0813413862809712,0.9680765,0.191196798250593
162,0.9969158,0.08150094213893667,0.9688847,0.1925427650326285
163,0.99696046,0.08109018046741256,0.9695582,0.19179445762058783
164,0.9961559,0.08213942968875207,0.96875,0.19172180199931407
165,0.9964688,0.08131237045908239,0.9699623,0.1881577710396257
166,0.9967817,0.08095617667200228,0.9696929,0.18892785392958542
167,0.99754155,0.0783004393821408,0.9698276,0.18887164482268795
168,0.99754155,0.07858637753249963,0.970097,0.18842954419810196
169,0.99704987,0.08035237713915577,0.9699623,0.1884710841394704
170,0.9974522,0.0777359848241569,0.9698276,0.18852845142627583
171,0.99754155,0.07847070858620497,0.96928877,0.18947289473023907
172,0.9974075,0.07757534563871779,0.9695582,0.18903325215495867
173,0.99776506,0.07685398360111197,0.9695582,0.1898651159015195
174,0.99700516,0.07740328734816879,0.97036636,0.19019408357040635
175,0.9973181,0.0775302730150349,0.9691541,0.19032160089961414
176,0.9978545,0.07619844659851208,0.9690194,0.1887125295811686
177,0.9969158,0.07973313537284255,0.9691541,0.18870904425094867
178,0.99772036,0.07566686315089331,0.9694235,0.18684830786339168
179,0.99704987,0.07699462159303823,0.9698276,0.1859830416225154
180,0.99767566,0.07552063413165495,0.9696929,0.18858209971723885
181,0.99754155,0.07524918292857402,0.9690194,0.18743774834378013
182,0.99767566,0.07534204284486842,0.9698276,0.1887715338119145
183,0.99704987,0.07577206395285385,0.9694235,0.19007475789764833
184,0.9980333,0.07357815835586967,0.9694235,0.18961208519236794
185,0.9980333,0.07413096993298388,0.9695582,0.1888875857252499
186,0.99749684,0.07442002361029221,0.9691541,0.1873288599067721
187,0.9980333,0.07356980054286433,0.97023165,0.18795803420502563
188,0.9978545,0.07315386228174126,0.970097,0.18855522534456745
189,0.9968264,0.07611038967308963,0.9698276,0.18836973697460932
190,0.99780977,0.07303441631203578,0.9706358,0.1850335397597017
191,0.9979886,0.07260942809455577,0.9707705,0.1861843457766648
192,0.99758625,0.07296679213166173,0.970097,0.1854745740520543
