epoch,acc,loss,val_acc,val_loss
0,0.23457894,2.3132413150627755,0.42739764,2.010068026082269
1,0.41283748,1.9320581366204628,0.61301184,1.70304058543567
2,0.5692383,1.6279218767658237,0.7610453,1.39571829088803
3,0.6912212,1.336987100132629,0.83984375,1.0671917272025142
4,0.7792777,1.0265524059976339,0.8762123,0.7452171321572929
5,0.8233059,0.79028174880577,0.896417,0.5886222036748097
6,0.8594225,0.6350723317243664,0.912042,0.4859542517826475
7,0.88427496,0.5363806517567934,0.92133623,0.4204145459265545
8,0.8980422,0.4770030438122032,0.9299569,0.3767674046343771
9,0.910826,0.43351903365418415,0.9353448,0.34463793604538356
10,0.9172627,0.39966326045602074,0.93925107,0.3203498053139654
11,0.9233864,0.37357084044676103,0.9442349,0.3027059828926777
12,0.9338012,0.3431590238848164,0.9466595,0.2881987580451472
13,0.93357766,0.3356957075401046,0.95056576,0.2772416290024231
14,0.9374218,0.322565178730056,0.95137393,0.26865773185573777
15,0.9413106,0.3110498057406255,0.9540679,0.2600050563442296
16,0.9435008,0.29932016777412507,0.9564925,0.2531385002978917
17,0.9471661,0.28514470963812294,0.95716596,0.24749734381149555
18,0.94897324,0.27919112052236283,0.9577047,0.24196502386495986
19,0.9511726,0.27279959375227475,0.95945585,0.23745395474392791
20,0.9535133,0.2604018203180164,0.9601293,0.2332323822995712
21,0.95431787,0.2596244382161308,0.96147627,0.22925105819414401
22,0.95637405,0.25074074732666896,0.96147627,0.22557704844351473
23,0.960531,0.2413895393332279,0.962958,0.22343814963924474
24,0.9579385,0.2431684011277414,0.96376616,0.22022595847475118
25,0.961872,0.2334565285832388,0.96497846,0.21738306355887446
26,0.9601734,0.23252833276406268,0.9653825,0.21477700435909733
27,0.9614697,0.22892009508848488,0.96619076,0.21255703321818648
28,0.96160376,0.22818440853238595,0.967403,0.21023219387079106
29,0.9645539,0.22100805593649517,0.9678071,0.2083523260622189
30,0.9649562,0.21745287433157406,0.9676724,0.2061336043065992
31,0.9644198,0.21681190809495074,0.9684806,0.20422860620350675
32,0.96634185,0.21173842689836683,0.96875,0.20248638966987872
33,0.96701235,0.20812363771266468,0.9683459,0.20157929792486387
34,0.9688897,0.20358822495944168,0.96928877,0.19967086947169796
35,0.9682192,0.20495028594792178,0.9691541,0.19800888926818452
36,0.9699625,0.20014279097952742,0.9698276,0.19656085274342833
37,0.9699625,0.20163372303939517,0.9699623,0.19527580126606184
38,0.9725,0.19362684726715088,0.97130924,0.19382650084022818
39,0.9719292,0.19272529166115218,0.97050107,0.1927979919930984
40,0.974266,0.18718009932660903,0.9710399,0.1917978535438406
41,0.972555,0.18972737806631546,0.97144395,0.19077584391524052
42,0.97299105,0.1881426219855036,0.9718481,0.18957381451438213
43,0.9736842,0.18405241305005196,0.9721175,0.18844208211220545
44,0.9736607,0.1844583153298923,0.97238684,0.1876496053461371
45,0.97389597,0.18509269775494722,0.97238684,0.1864183766060862
46,0.9759521,0.1785722821204922,0.97252154,0.18572232602485295
47,0.9749821,0.1782329912643214,0.973195,0.18427247027384824
48,0.97630966,0.17508970065937898,0.97306037,0.18375635815077815
49,0.97720367,0.1752019812153636,0.9733297,0.18253405584857382
50,0.97680134,0.17345730683286906,0.97279096,0.18228460822639794
51,0.97683036,0.17240753084421157,0.9734644,0.18092777824093556
52,0.9770408,0.17166595136952836,0.97386855,0.17963215670195118
53,0.9793045,0.16731521011933473,0.97400326,0.17929911228089496
54,0.97964287,0.16719574958086014,0.97400326,0.17891146589455934
55,0.9772931,0.17038867775675182,0.9734644,0.17760979345646397
56,0.98102397,0.16207415895183752,0.9741379,0.17718590911606263
57,0.9801786,0.16029358548777445,0.97373384,0.17667332201682287
58,0.9805561,0.15956854982237983,0.97386855,0.17581082803422007
59,0.98037726,0.1613577708279577,0.97386855,0.17486009322877588
60,0.98109245,0.15660018921857569,0.9741379,0.17424942938418225
61,0.9812478,0.15938438388168535,0.974542,0.17382281389215898
62,0.98125,0.153938136611666,0.9752155,0.17281158229914204
63,0.9828804,0.1524195227217167,0.97494614,0.17266558765851217
64,0.9814053,0.15588303715464852,0.97494614,0.17194706407086602
65,0.9819864,0.1525958283121143,0.97508085,0.1711636714894196
66,0.9826122,0.1512797064779484,0.9754849,0.1710973740394773
67,0.9826569,0.15094639603351623,0.9756196,0.1701265850971485
68,0.98187435,0.15099259429920373,0.9753502,0.16959992513574404
69,0.98214287,0.15415411284991673,0.975889,0.1686036611168549
70,0.98317224,0.14918163369952928,0.9753502,0.16848726429302116
71,0.982791,0.1471238577544913,0.9762931,0.16781459376215935
72,0.98377436,0.1453278878656756,0.975889,0.16725599778623418
73,0.98498124,0.144990443880957,0.9761584,0.16624999804229573
74,0.9848024,0.1417089845687444,0.9762931,0.16644425176340957
75,0.98359555,0.14404285523155264,0.9765625,0.16537270026987996
76,0.98431075,0.14225984128562066,0.9766972,0.1648610680010812
77,0.985607,0.13801029526215428,0.9764278,0.16458616457108793
78,0.9850893,0.14023152232170105,0.9765625,0.1642146936521448
79,0.9836645,0.14224110050623748,0.9761584,0.16365640417769037
80,0.984713,0.1411299651154631,0.9769666,0.16280148833476263
81,0.9846236,0.13797986316122482,0.9768319,0.16246579240622191
82,0.9860714,0.13519611609833582,0.9769666,0.16217265689167484
83,0.9864393,0.1342442513013714,0.9769666,0.16151406937118234
84,0.9852679,0.13477950402668545,0.97710127,0.1612468762644406
85,0.9858305,0.13492880322821085,0.9768319,0.16086301734221392
86,0.986501,0.1309809236945949,0.97710127,0.160317940958615
87,0.98737913,0.13209486124530898,0.977236,0.15985792412840086
88,0.9867245,0.131557232279503,0.97710127,0.1594726931432198
89,0.9870089,0.13210411897727423,0.977236,0.15938842566362743
90,0.98760295,0.1299954574012304,0.9775054,0.15907640344110027
91,0.9868139,0.12972902848413415,0.9775054,0.15848951260077543
92,0.9866351,0.13196119884434995,0.9775054,0.15816520681155138
93,0.98785716,0.1271053701213428,0.9775054,0.15809240808774686
94,0.9880654,0.1269466981608817,0.9776401,0.15746899771279302
95,0.9888253,0.12405322256869203,0.9775054,0.15707507883680277
96,0.98800576,0.12656170373593784,0.9775054,0.15697005249816795
97,0.9882143,0.12525265936340604,0.9777748,0.15631212563864116
98,0.9886465,0.12381390388139177,0.9779095,0.15583253870236463
99,0.98831904,0.1238492155788387,0.9779095,0.15551118616913928
100,0.9886465,0.12286319425264625,0.97817886,0.15550940136971145
101,0.98901784,0.12274628217731204,0.9779095,0.15497054172487096
102,0.9906133,0.1169834119805108,0.97831357,0.15467986939796086
103,0.9896299,0.12096357942373492,0.9779095,0.15435799121342855
104,0.9896299,0.12044736159235724,0.97817886,0.15389118497741633
