epoch,acc,jaccard_coef,jaccard_coef_int,loss,val_acc,val_jaccard_coef,val_jaccard_coef_int,val_loss
0,0.9279712888019939,0.23517608350193742,0.285022698158102,0.17833121472835206,0.9318431990809003,0.2467148133388677,0.25603470623368063,0.1711438234720804
1,0.9384456021266128,0.3082805002955348,0.4016422310448562,0.14571639467826988,0.9296163861112547,0.23056517010639396,0.1884779275047604,0.19554376369635487
2,0.9446379078294985,0.3547025592951985,0.46426637087489814,0.13246013565065984,0.9455620618947659,0.3806085690199036,0.5082819277461047,0.13223180992358044
3,0.9491620488574476,0.3964122879229481,0.5135516673222069,0.11900446771238764,0.9503641156486233,0.41611981535808784,0.5353432828267193,0.11551834230993577
4,0.9512048174471144,0.41691779361459536,0.5348559396619469,0.11251288030581116,0.9525263558908974,0.4415217058862148,0.5476152700840634,0.1098927660181107
5,0.95256965195456,0.429775806662079,0.5474357975473251,0.10867256594961476,0.9519014311387374,0.41634553821041836,0.5160207649558637,0.10824019498888474
6,0.9537592831406463,0.4407592729913996,0.5571303926068916,0.10522152234414447,0.9532628544065984,0.43425046926282185,0.5650695649955221,0.10592717683090039
7,0.95430175006682,0.446298051043332,0.5630638798217131,0.10344487600440985,0.9550872282017521,0.46637158524414474,0.5802518221529486,0.10233790962907965
8,0.9550899985626852,0.4538194334999865,0.5710953487410942,0.1011789435261016,0.9537106712770429,0.46130060104743176,0.5809220734636962,0.10425792885272965
9,0.955777970869055,0.459395275449285,0.5767957451632579,0.09981552703591937,0.9562196938869751,0.458049602217404,0.5760332542002994,0.1012310872781185
10,0.9564256899492174,0.465648372981961,0.5830939737499052,0.0979495964051546,0.9564112052373572,0.452315571343173,0.5718494882276627,0.09960146764510991
11,0.956699467239968,0.46691401880273636,0.5850416971572897,0.09750002863038312,0.9563876838430481,0.4691161926681967,0.5732244819590393,0.10018736538539157
12,0.9568380797001225,0.46932316711923,0.5867131949306453,0.09718545167573114,0.9569626667017366,0.4600960713028491,0.5788826984154586,0.09832422726737443
13,0.957407098135584,0.4729621636967769,0.5911120836268627,0.09576743599432035,0.9574313681387584,0.48065123076702515,0.5958383673967558,0.09733886849930272
14,0.958003574012457,0.479869956245937,0.5972354636379448,0.09419531966726014,0.9565052853921979,0.46868913917377997,0.5858910223501724,0.09902811803293862
15,0.9580529525134642,0.4808800399052821,0.598237732865214,0.09385273695910988,0.957295063327792,0.4739724753034791,0.5935626409535979,0.09747365455972806
16,0.9586064689378264,0.4861117340128323,0.6023674075137341,0.09252837469987962,0.9574755393099,0.47519987965481025,0.5835749144066956,0.10111476124334035
17,0.9586491219715046,0.4858583582809277,0.6030544012513458,0.092737594563266,0.9566595850915155,0.46550354647252673,0.5788705888705458,0.09901437378684652
18,0.9594155719168301,0.4932971214529678,0.6097029285491056,0.09053750173270327,0.9571242006697631,0.47148741816122935,0.5953453023839114,0.09726539451793159
19,0.959690671787449,0.4961186438986866,0.6125475896265261,0.08977623834172244,0.9566857499872745,0.4742502634595373,0.5811878300530665,0.0999381627139301
20,0.9592993663755763,0.4912010639300276,0.6086583201836772,0.09113459833639856,0.957847751421558,0.4933056967962531,0.5931388211050094,0.09751528870650653
21,0.9602073563841063,0.5014869922846451,0.617238648554288,0.08860645579995187,0.9565607093279808,0.46581291234768546,0.5772269211339317,0.09829500269084815
22,0.9606189703139376,0.5035410106975713,0.6203412901461334,0.08787049118170975,0.9575146326992043,0.4810070156467136,0.5894426383114595,0.1003219172452362
23,0.9610064807018368,0.5085775856380289,0.6243978516572659,0.08670840371653343,0.9569720431505341,0.49721309578110073,0.6045284619524898,0.0978036026768204
24,0.9611737429051442,0.5096717182371946,0.6260886008955,0.086489379254562,0.9576629547492201,0.4854754719432206,0.5807866110845076,0.0998440172035766
25,0.9610286443151622,0.508302527661915,0.6239692803521881,0.08700342280574837,0.9575559217000524,0.4862805804729128,0.5896285309751522,0.09806971798896623
26,0.9618165943283423,0.5156887896259765,0.6306176102487208,0.08488339935993931,0.9580039735270848,0.4949650008666757,0.592096812538203,0.10047929796557731
27,0.9622610067686336,0.5205452003801462,0.6349577878268348,0.0838179755499084,0.9574299236124758,0.47867419894464036,0.5964714876415848,0.0982361984125712
28,0.9626643805129593,0.5225830117805738,0.6381909579518966,0.08317440948184754,0.9575760771629275,0.4903137952485562,0.5936577752222124,0.09957657548474465
29,0.963148683205132,0.5288680944730121,0.642802033586442,0.08168617130558058,0.9580510054709113,0.49841602750388453,0.5901514979573377,0.10179965394080477
30,0.9634419924409221,0.5314454747900398,0.6453619045900479,0.08112401294912922,0.9577690301198405,0.4972688720891991,0.5892618874555872,0.10260831649650469
31,0.9635505586465757,0.5321306341915759,0.6457086149511758,0.08122576078753749,0.9579619720651188,0.4909943706760713,0.5922868748158321,0.10165678197746096
32,0.9640232096540402,0.5368251002327746,0.6502415894960806,0.08002998073961907,0.9576730290603771,0.511081179761653,0.6035851575929523,0.10190133580467432
33,0.9641712493802921,0.5378609928703842,0.6512102226987115,0.07992535012434142,0.9573701709362908,0.494989537854892,0.5980422333706669,0.10060614483017785
34,0.9648100701177045,0.5440844683774134,0.6565762061962483,0.07828436741251668,0.9581506044152235,0.5035017715040998,0.5989383871193279,0.09949450825710576
35,0.9654975067341169,0.5510421433729481,0.6629508891636956,0.07671348521904922,0.9564556048999223,0.5019783964100378,0.5971842904955128,0.10219278508253744
36,0.9648303763383572,0.5435650425936346,0.6566921935769838,0.07866149676602123,0.9569989184635849,0.4947459551735805,0.5876950918585375,0.10365806085672138
37,0.9658054131348817,0.5535570223931258,0.6651196145643784,0.07630291444881863,0.957739031381587,0.5161912958675369,0.5958622753661859,0.10654766734577377
38,0.9662828788777373,0.559025565184491,0.6695897054989687,0.07506283173975864,0.9562566552319003,0.5086634673381536,0.5925810605266697,0.10463984705314842
39,0.9664522378529881,0.5598531335738463,0.6709791555969382,0.07482485686700997,0.957750062453655,0.5131260531611005,0.5975613705422846,0.10596708522195829
40,0.9672159168715233,0.5687741375754743,0.6776114982078354,0.0732153492295082,0.957674714215908,0.5050786465427273,0.5851815862201827,0.10636170445162571
41,0.9679578373126408,0.5755529559067938,0.6838120855312708,0.07159457235651244,0.9563898440421754,0.5150228033039101,0.5955594548234746,0.1067162392657065
42,0.9687807019891318,0.5831588763996864,0.6908974249879213,0.06997947790349958,0.9567788376768124,0.5050317027128352,0.5835813867870622,0.1097069285898629
43,0.9692995991419476,0.5891293934699783,0.6952814687025154,0.06879058806062496,0.9565664750867328,0.5109339106575103,0.5917009744217047,0.10841141683372106
44,0.9687632008624728,0.5826492676303866,0.6904039121877086,0.07059104918921921,0.9560915449017657,0.5018141714111752,0.584535747495375,0.10718735627063594
45,0.9698615346492883,0.5942791682402404,0.700001188734652,0.06791489221515903,0.9565232712293188,0.5177528819810936,0.5898284766956007,0.11088767445967529
46,0.9709952964428512,0.6060488884400553,0.7098670135282852,0.06556965717190867,0.9569619620822375,0.5222791535108552,0.5925119517565274,0.11311464813558099
47,0.9715336693611359,0.611158497741194,0.71443925019988,0.06448333113132529,0.9562189735842385,0.5160154902159209,0.5879677177476582,0.11125211917682491
48,0.9717994031993008,0.6143772462154488,0.7166312181122585,0.06390660815593573,0.9558347703861639,0.525351308750222,0.5837583365433695,0.11908187682266583
49,0.9722522237372716,0.6191999509189208,0.720578806502216,0.06316086484906384,0.9549917106531649,0.5196500076873891,0.5818744789811595,0.11581569911092207
50,0.9732870441178133,0.6301813607209198,0.72986809465546,0.06089894131045285,0.9544946845383641,0.5228634892517742,0.5799675591764457,0.12065006896822164
51,0.9735744019530416,0.6338009579915138,0.7320962771303435,0.060264548844153346,0.95500634515761,0.5221203525555226,0.5876195733992682,0.11642983644429081
52,0.974202602704923,0.6405411322967273,0.737946745016062,0.05910625426750043,0.9537980320405259,0.5101302948091478,0.5723105744100935,0.12112311278505705
53,0.9748250246883358,0.6471535533812803,0.7433657839152892,0.05772111638231802,0.9552321702638149,0.520437770493803,0.574640372735458,0.12427357659838766
54,0.9754985816928166,0.6547318552871977,0.7495125468661088,0.05633689545632745,0.9553804823449644,0.5201847979954025,0.5757927250161381,0.12474211048337444
55,0.9761295372903472,0.6616087283550147,0.754971669450371,0.055090273983029944,0.9554505548000002,0.5370118255962267,0.5871235803760291,0.12636526318969554
