epoch,acc,jaccard_coef,jaccard_coef_int,loss,val_acc,val_jaccard_coef,val_jaccard_coef_int,val_loss
56,0.9766421358988012,0.6671806415144848,0.7594453188699697,0.05406725604789359,0.9553737461441792,0.5319062672018421,0.5823495558210817,0.1286431400195296
57,0.9768753108981613,0.6706722559591399,0.7616526920559863,0.05357426822906035,0.9538301800496933,0.5116660674607696,0.56926647001751,0.12663159665942944
58,0.9775578726733073,0.677685469952846,0.7678557708285118,0.052157143711751376,0.9549789893785667,0.5291526620416395,0.5782305496484771,0.13179415058764316
59,0.978501848725063,0.6890547297263195,0.7767171370206216,0.05008651390828364,0.9544215055926852,0.5259020466584272,0.5747112021569691,0.1310437636891806
60,0.9788260415206861,0.6931375029125494,0.7796773591823485,0.049421658458810795,0.9545635637326036,0.5304052811806814,0.5744833258835063,0.13470983901501035
61,0.9792567479835996,0.698116741150346,0.7834668837398938,0.048492247407137305,0.954835244706663,0.5287008195010159,0.574173277453829,0.13794345124523652
62,0.9794710550428523,0.7012008697149548,0.7853770885921978,0.04797694447548889,0.9552504172101565,0.5354210824045458,0.5782377921759123,0.14054698349505226
63,0.9801672012052423,0.709527163507225,0.7919043552733503,0.04649585990604606,0.9557310901712587,0.5369186935681742,0.5777306881211203,0.1408021213751393
64,0.9802012083074306,0.710132627614161,0.792255256254521,0.0464633037326381,0.9545681362722702,0.5330191967452298,0.5759584937502739,0.13933105344452001
65,0.9806948867225113,0.71555916212118,0.7968163123979548,0.045443999470742166,0.9545568490962701,0.5322851643769202,0.5744313863793648,0.1401572621435949
66,0.9815682077123806,0.7267068602776477,0.8051288367236671,0.043435851152472005,0.9546883747325734,0.5373384470369034,0.5734984137279492,0.1478018633567678
67,0.9816679384379263,0.7276104309797788,0.8061839224328172,0.04335709805610135,0.9549960214996605,0.5386818928515018,0.5749591533081609,0.14685685045240307
68,0.98178527287528,0.7288386691009238,0.8069798208318896,0.04307444412691992,0.9550908066493969,0.5369808063213436,0.5728531962845858,0.1491148627204775
69,0.9824431469662672,0.7374203003781111,0.8132998687701369,0.04158804098636267,0.9552405719743733,0.5361948387450985,0.5695715285081643,0.15749401320228215
70,0.983056926359726,0.7456762390948712,0.8193803885305521,0.040195969278652016,0.9544229425276135,0.5378750200201532,0.5715318359721366,0.15171337069290514
71,0.9826655622203616,0.7406794306859322,0.8154220714716119,0.041046468364812315,0.954723164783315,0.5429100101022474,0.5760607249758476,0.15441557417765125
72,0.9834807796668739,0.7503331991117487,0.8231373213769342,0.03931196790760267,0.955162824618391,0.5448948603730839,0.5787004181102409,0.15640630288879884
73,0.9832949605369034,0.7485645363275706,0.8214621132875375,0.03972349848961112,0.9546396467467135,0.5341183797640764,0.56776704652231,0.1562315630925294
74,0.9839575238468434,0.7569733295895122,0.8278949502973015,0.03823061115366225,0.9543173532539352,0.5425569705399206,0.572727056297078,0.16116234171090216
75,0.9844814764091663,0.7636310848307593,0.8328048776895246,0.03705567425376649,0.9540315277514715,0.5355942322291888,0.5680955330169309,0.1617831168389971
76,0.9845729193323212,0.7651583008525584,0.8338618976466707,0.03683479478779838,0.9544939739125187,0.5447880005069009,0.5749689924541764,0.16012035204948788
77,0.9849574902964875,0.7701944678750335,0.8375467376518517,0.03595162461464148,0.954280159204802,0.5471929592465586,0.5744085995528646,0.1667823465325934
78,0.9851414033726703,0.7725123190846407,0.8391719934567757,0.035548069683368926,0.9550394661114547,0.5491646222921416,0.5757567497964836,0.17188786648010523
79,0.985356002983382,0.7755261117458009,0.8415178846210221,0.03507290309596579,0.9541342480354496,0.5453979020105366,0.5724416753476612,0.16871309687075203
80,0.9851633764349169,0.7727436989274322,0.8394708741187381,0.03553491488057329,0.9548851452647931,0.5471926630586073,0.5747622294472681,0.17173318999726261
81,0.9853352152891901,0.7756821700301969,0.8413360744150853,0.0351060368668891,0.9538232180686828,0.5421902408876813,0.5717714409714733,0.16562732666251206
82,0.9857981853244517,0.7806522958581065,0.845849950746297,0.034100399676974036,0.9544654131936726,0.5475665314619653,0.5750039333726578,0.1669439400531263
83,0.9861157086652396,0.7857826590621563,0.8489550015854518,0.03336156882768589,0.9541841598137681,0.5413233646569009,0.5686470033239868,0.17174418861837634
84,0.9863073706376277,0.787912037294063,0.8506751803559862,0.03290758502800814,0.9540891321578002,0.5434718536613202,0.5689685628329064,0.17717050484129396
85,0.9867880617143728,0.7943490971279211,0.8556584080116015,0.03186329902810865,0.9539218547879774,0.5415043139724651,0.5684568218370681,0.17708963352829699
86,0.9867510575469591,0.794002090581414,0.855177282368126,0.03194967892279388,0.9551541694316771,0.5487160372767439,0.571040053147382,0.18680749954544973
87,0.9866861115407509,0.7934190592902811,0.8545309310203344,0.03205191281368955,0.9548978678741348,0.5553992820670339,0.5790769104527126,0.17886585383001452
88,0.98701403002348,0.7977786945895707,0.8579456299522497,0.031254150011245825,0.9541188829674263,0.548857356427515,0.5720138279101997,0.18657703471400672
89,0.9875720496267895,0.8053521884431686,0.8634119017941182,0.030001692584837827,0.9541880128849128,0.5493508403830131,0.5706743111637107,0.19247224006184002
90,0.9876736497327675,0.8073462211509309,0.8644961079017383,0.029724273969012702,0.9538112344067776,0.5446430513957232,0.5688468284169805,0.18407108802074648
91,0.9871891514772122,0.800030867746015,0.8594960331415579,0.030895635215454614,0.9545782272677225,0.5504588933571641,0.5735228188893776,0.18760974666636837
92,0.9879272353340047,0.8105053084666861,0.8671330830477799,0.02918640410719464,0.9539969688616406,0.5576456031488989,0.5772291023969817,0.19083765245051212
93,0.988105426531366,0.8132994078470429,0.868992329312106,0.028785797741888032,0.9540305792492866,0.5427823900091974,0.5658087287022568,0.18953988537911856
94,0.9880997286280637,0.8133555593069567,0.8690637183005607,0.028729032020240543,0.9536358070089902,0.5516503688086155,0.5730978072815796,0.18606840904106037
95,0.9880719076693267,0.8123957677662749,0.8684061005889074,0.028845333045879776,0.9544507755192115,0.5521184513417051,0.5730172494977733,0.19290390585668443
96,0.988106034273189,0.8130653256624832,0.8688369378729475,0.02877978307535035,0.9545393239959626,0.5483862340575419,0.569106869550749,0.19456431588732837
97,0.98865853169621,0.8204746202897926,0.8745363723087244,0.027537523481026345,0.9539789688428688,0.5526979535588691,0.5718378201909129,0.19703569333606705
98,0.9888561295727875,0.8236953348819409,0.8765320545238636,0.027002639293190307,0.953819637368658,0.5507288065467204,0.570881303245993,0.1960540478820981
99,0.9886651906669767,0.821014273768133,0.8746716783192079,0.027518532462757456,0.9541779117120405,0.5487626665451044,0.5689512635962457,0.19990174222067572
100,0.988902085965216,0.8241926730305645,0.876944457682681,0.026886934858303683,0.9544212707612296,0.5503605810222799,0.5698067640157076,0.20059108168950357
101,0.9889768910057158,0.8252792378865345,0.8778478643571738,0.0268328105436916,0.953614919397529,0.5425288374395617,0.5620618447129588,0.20286599873578823
102,0.9886476496507342,0.8204600473091831,0.8743947950291651,0.02753626516567884,0.9535093440552371,0.5471662391391645,0.5668448795381337,0.20136514146524848
103,0.9891461319829837,0.827565153495532,0.8794095661143949,0.026356861533071083,0.9541522656978636,0.5493496478312995,0.5677239727189776,0.20646401076069906
104,0.989501206208211,0.832576089750743,0.8831884944530827,0.02559156843265956,0.954098481953436,0.5468952980301779,0.564992964392863,0.21017494728883887
105,0.9897713264386472,0.8365192603379926,0.8859857117369531,0.024926132708526862,0.9538232365882505,0.54881969663628,0.5674602681727906,0.20539333376749316
106,0.9898016630308396,0.8369384611830815,0.8863612400040229,0.024834380064814886,0.9542391338575295,0.5510537500478239,0.5686055555303585,0.21275827052961954
107,0.990112581366664,0.8413836123564065,0.8895167921419819,0.024110877468722553,0.9544397328515584,0.555468376530393,0.5712372288994225,0.21878816019496022
108,0.9900571168012025,0.8406145540082379,0.8890221005732477,0.024279661387852546,0.953469481519922,0.5522663070239581,0.5695064368574998,0.21364119834546194
109,0.990276842453134,0.8438362659235141,0.8913143145595301,0.023736688534885166,0.9539132287153587,0.5513712444282062,0.5680548342230272,0.2181940413464025
110,0.9900345326138278,0.8406795598697061,0.8887116689738813,0.02427613025122618,0.9544071097570838,0.5516098003607683,0.5689105678472258,0.21600945598391738
111,0.9903562701742551,0.8447475177722121,0.8920022319811746,0.023571470928572237,0.9544527022633376,0.5566190723525302,0.5719873275349739,0.22003751115168285
112,0.990479185770004,0.8467463698099774,0.893383131297886,0.02324523828328491,0.95419183671683,0.5518540912278471,0.5680742476935817,0.22362345215154744
113,0.9903268203003556,0.8448207535021942,0.8918766979579752,0.023619738444633723,0.9542443892019791,0.5548765929617858,0.5700504101181965,0.22423063778560257
114,0.9908059659167947,0.8515754028392489,0.8968638511245369,0.02249474590611608,0.9537797919764562,0.5539417530874675,0.5693644129203865,0.22248103682856363
115,0.990894633402086,0.8528615768839616,0.8977475088212401,0.022297229559096157,0.9532098314243234,0.5489720690075212,0.5644850824745157,0.22670709726024624
116,0.9906174305359132,0.8488727742838709,0.8949136833001787,0.022940107017557106,0.9539173063988282,0.5516218773713055,0.5668649909127584,0.22724696240948997
117,0.9910672453206656,0.8555987284328859,0.8995328474562738,0.021840020319800653,0.9539710548142606,0.5550409759817797,0.568549724456061,0.23349087116516412
118,0.9909684128417113,0.8543395674053238,0.8985354339817477,0.022119339054271568,0.9542328715324402,0.5521935305451913,0.5676058249677121,0.22628859211048769
119,0.9910241702927854,0.8541212223924451,0.8990021979132147,0.02202091930915759,0.9542595236096205,0.5584099044576235,0.5723184425986005,0.2342639757962891
120,0.9914366141765704,0.8610050605992462,0.9034957328541093,0.02099245894875197,0.9539830452333053,0.5574619270355406,0.5713235914415209,0.23129559662310373
121,0.9913672250555208,0.8599316003277491,0.9027286894102571,0.0211335052608838,0.954252796877173,0.5541954498511248,0.568231992533025,0.2344437868675208
122,0.9914650316412164,0.861438314607282,0.903798642196936,0.020937462574224748,0.9540092160519893,0.5542405197218301,0.568607151716885,0.23413295650749127
123,0.9915127331507148,0.8617915047493195,0.9043273903643575,0.02084960680280061,0.9542009664883223,0.55550565103954,0.5679274097950497,0.24502207016594515
124,0.9917480089736302,0.8653231544267405,0.9067308846769754,0.02030724783760209,0.9540648870821846,0.5578152390106981,0.5709265098027869,0.23864806636886382
125,0.9916449134886139,0.8644366266849414,0.9057109803274619,0.02046460687550282,0.9538424236112079,0.5538810073620294,0.5675939029959884,0.23845997531986304
126,0.9916870292451052,0.8645163256552308,0.906177391893979,0.020416192150431323,0.9537689885615969,0.5557165034089245,0.5685660573800516,0.23835534979364437
127,0.9919376138965817,0.8682823785552631,0.9088028903264805,0.019835862921734917,0.9542777444867507,0.5569325210415792,0.5692506013757453,0.24504415001628949
128,0.9919750489132674,0.8688150176905048,0.9091623389144502,0.019785289346555688,0.9542986292618818,0.560355361564081,0.5720364349217077,0.250153512721966
129,0.9918473745946209,0.8667891660435014,0.9078617380813192,0.020102278374464426,0.9539943254853229,0.5524573234347216,0.5645816341991438,0.25286379594165515
130,0.9920186054982251,0.869701733268385,0.9096353896949035,0.01964767561140767,0.9535906894212006,0.5566879687733046,0.5696353964074831,0.23966677608900425
131,0.9919234386005014,0.8683195538093096,0.9087662232782595,0.01985156399830288,0.9540250449851312,0.557636924228775,0.5695630437515264,0.24729151440884703
132,0.9922402348231,0.8723343024324017,0.9120008908708194,0.019150534019490264,0.9537973034373525,0.554536698705421,0.5666741129399347,0.25232003884685883
133,0.9925394975896807,0.8777634848141553,0.9153398500093649,0.01841140156265899,0.9532038305838514,0.5507226115844732,0.5633354436441933,0.250401996143887
134,0.9924464339798952,0.8756528483793797,0.9142267003540568,0.018630887575567644,0.954224241247037,0.5580342595939289,0.5687703261682419,0.26358784867634383
135,0.9927007453627075,0.8796734621078716,0.9169851074539538,0.018044236224450134,0.9535842007319355,0.5560484574423377,0.5676816240568274,0.25696895492085214
136,0.9928614045659729,0.8818373937413002,0.9187741947073826,0.017692896234003413,0.9538925693033458,0.5570665816897025,0.5679373116323045,0.26334621551322135
137,0.9927575209379698,0.8808509314402718,0.9176093529552201,0.017883222839274897,0.9541709628699124,0.5533993167006277,0.5648113555053967,0.2614904853161437
138,0.9928092509612556,0.881284689184829,0.9181328665232775,0.01778570407402415,0.9540672934163776,0.5586037390961189,0.5696503479135379,0.26031307856297475
139,0.992843254262447,0.8821085257052372,0.9185703387607956,0.017653331814494348,0.9538001795178781,0.5595985767389194,0.5699239688540273,0.2618274917921209
140,0.9926601298722506,0.8794890786269869,0.9166161353218865,0.018144538855805376,0.9542523106968094,0.5592182505539534,0.5700910596934292,0.25922631474956087
141,0.9928090693905542,0.8811174422272787,0.9181014352857273,0.01778473386041084,0.9537807467352518,0.5574150397862647,0.5686356800681982,0.25939655681437257
142,0.9929217231716405,0.8829495807836836,0.9193863166155478,0.017545245876294295,0.9541704908294891,0.561970681848853,0.5721839077828063,0.2671025784554558
143,0.9931652349613727,0.886718448342856,0.9220603805116281,0.016961028410438984,0.954080978751266,0.5580845527752368,0.5689330861399939,0.2655767461401003
144,0.993117103563294,0.8860830434904119,0.921444093963861,0.01705886094655369,0.9538121903334739,0.5543141854318228,0.565271461276928,0.2617253578151332
145,0.9931053284506073,0.8859390005751264,0.921439758195857,0.017068717408123848,0.9537692356977202,0.5598670529518368,0.5699037377278733,0.2652583587745255
146,0.9933270279895031,0.8892297875906257,0.9237858671029298,0.016543142762512866,0.9542424685059101,0.5584161219436694,0.5678685719604839,0.27227218923575397
147,0.9931440192582145,0.8862287808567306,0.9217190402491409,0.017014342839891623,0.9535954902854477,0.5548060121362738,0.5650023661600785,0.26887130678909654
148,0.9934208024692602,0.8908497508623087,0.9248674633040157,0.01633035419241231,0.9541049646780656,0.5560766707941567,0.5658852047149413,0.27280455049807745
149,0.9934658054797567,0.891462078191387,0.925347156598172,0.016247047919364935,0.953732993028813,0.5539054427220322,0.5636634354077493,0.2761772187795566
