epoch,acc,jaccard_coef,jaccard_coef_int,loss,val_acc,val_jaccard_coef,val_jaccard_coef_int,val_loss
0,0.922564112778866,0.6777318214828317,0.7663633999499407,0.2039150708552563,0.8194820898951907,0.38973536455270014,0.44422357190739026,1.228976952307152
1,0.9332204542376779,0.7172693610191345,0.7970723554943547,0.16721480136567896,0.8803349787538702,0.5635646509401726,0.6865983442826704,0.3741069020646991
2,0.9331756360603102,0.7203736386515878,0.7957941293716431,0.16337939329219586,0.8655731732195074,0.5584929422898726,0.682230557456161,0.3483295169743625
3,0.9350104693210486,0.7262573260249514,0.8010736324570396,0.15764315539237225,0.9216678196733649,0.6806618173917135,0.7814373789411603,0.19356373945871988
4,0.9348893373301534,0.7272307954051278,0.8003972741690549,0.1565323815201268,0.9313966704137397,0.7446410168300975,0.798387677380533,0.17375547687212625
5,0.9358562890327338,0.7292071011933413,0.803251629525965,0.1545599147000096,0.9319376837123524,0.7188556826475895,0.7998039596008532,0.16538066529866421
6,0.9356473061171445,0.7276282373702887,0.8021374218391649,0.15460589144266013,0.9323663765733893,0.7337413267655806,0.8001972617525043,0.16493118938171503
7,0.9359298348426819,0.7329001580223893,0.8033938425959963,0.1529289252604499,0.9359425179886095,0.7312734650843071,0.8038206244959976,0.15511674140438889
8,0.9367027391086925,0.7328914494225474,0.80523836070841,0.15091831135478886,0.935583334980589,0.7141745560096971,0.8052634958064917,0.15740011226047168
9,0.9355752115899866,0.7298121831633828,0.802600293448477,0.1542061691482862,0.9157541340047662,0.6271812662933812,0.7428826725844181,0.22004965218630704
10,0.9367389570582997,0.732301239714478,0.8055197596549988,0.15077786328214587,0.935998367540764,0.7373961174126827,0.8071892369877208,0.15729289750258127
11,0.9370140144319246,0.7363853093349573,0.8068946943138585,0.1482397929737062,0.932860634543679,0.7419151428974036,0.8030583208257501,0.16927216134288095
12,0.9372221890724066,0.7362194115465338,0.8069497075947848,0.14805749295787377,0.9368972778320312,0.7442596825686368,0.806952254338698,0.15167001205863376
13,0.9354909441687844,0.7269562157717618,0.8020330306255457,0.1553131557549491,0.7426515799580198,0.4693543459429885,0.5035321911176046,0.5210892648407908
14,0.9373235061313167,0.7371083588311167,0.8076291409405795,0.14876965410781628,0.9333334583224673,0.705214961008592,0.8037343440633832,0.16053480451757257
15,0.9355394939581553,0.7302109590082457,0.8023409084840254,0.15169620017210642,0.9270463134303237,0.7215089382547321,0.792423154368545,0.17997656446514707
16,0.9374115105831262,0.7376619234229579,0.808281353928826,0.14699674713792224,0.9348169474890737,0.7461766727042921,0.8069369070457689,0.1599307543400562
17,0.9380613204204675,0.7397847446528348,0.8098197778066,0.14539603719657118,0.9374467405405912,0.7470084302353136,0.8070851907585607,0.1511039747433229
18,0.9381512791821451,0.7376105433160608,0.8091545448158727,0.14491332153027708,0.9374285701549414,0.7427567135203968,0.8112939198811849,0.15425626211094134
19,0.9384598144979188,0.7414162231214119,0.8103649218877157,0.14465731371081236,0.9342375758922461,0.7326488657431169,0.7981271238038035,0.16043892096389423
